src_ip,dest_ip,dest_port,dest_port_weight
149.254.197.6,149.254.197.206,8571,100
149.254.197.6,149.254.197.31,25284,100
149.254.197.6,149.254.197.144,37483,100
149.254.197.6,149.254.197.196,51931,100
149.254.197.6,149.254.197.163,20802,100
149.254.197.6,149.254.197.83,10104,100
149.254.197.6,149.254.197.244,20184,100
149.254.197.6,149.254.197.91,18603,100
149.254.197.6,149.254.197.226,58255,100
149.254.197.6,149.254.197.8,23204,100
149.254.197.6,149.254.197.86,27409,100
149.254.197.6,149.254.197.159,11022,100
149.254.197.6,149.254.197.71,53236,100
149.254.197.6,149.254.197.109,33732,100
149.254.197.6,149.254.197.156,64582,100
149.254.197.6,149.254.197.83,46703,100
149.254.197.6,149.254.197.37,41646,100
149.254.197.6,149.254.197.157,12611,100
149.254.197.6,149.254.197.108,7264,100
149.254.197.6,149.254.197.122,30618,100
149.254.197.6,149.254.197.158,18197,100
149.254.197.6,149.254.197.0,36337,100
149.254.197.6,149.254.197.211,46580,100
149.254.197.6,149.254.197.28,31489,100
149.254.197.6,149.254.197.104,11345,100
149.254.197.6,149.254.197.164,34617,100
149.254.197.6,149.254.197.190,6721,100
149.254.197.6,149.254.197.95,19786,100
149.254.197.6,149.254.197.171,1217,100
149.254.197.6,149.254.197.252,35798,100
149.254.197.6,149.254.197.58,60452,100
149.254.197.6,149.254.197.186,23960,100
149.254.197.6,149.254.197.106,41028,100
149.254.197.6,149.254.197.160,24739,100
149.254.197.6,149.254.197.151,63428,100
149.254.197.6,149.254.197.132,3508,100
149.254.197.6,149.254.197.82,38156,100
149.254.197.6,149.254.197.68,62499,100
149.254.197.6,149.254.197.189,25452,100
149.254.197.6,149.254.197.13,51299,100
149.254.197.6,149.254.197.60,37306,100
149.254.197.6,149.254.197.73,38272,100
149.254.197.6,149.254.197.158,26565,100
149.254.197.6,149.254.197.1,20515,100
149.254.197.6,149.254.197.164,38556,100
149.254.197.6,149.254.197.157,1888,100
149.254.197.6,149.254.197.3,27775,100
149.254.197.6,149.254.197.37,23109,100
149.254.197.6,149.254.197.44,60832,100
149.254.197.6,149.254.197.189,26726,100
149.254.197.6,149.254.197.250,62160,100
149.254.197.6,149.254.197.56,59936,100
149.254.197.6,149.254.197.84,40123,100
149.254.197.6,149.254.197.78,3728,100
149.254.197.6,149.254.197.112,62946,100
149.254.197.6,149.254.197.210,38832,100
149.254.197.6,149.254.197.243,43723,100
149.254.197.6,149.254.197.139,21021,100
149.254.197.6,149.254.197.201,1141,100
149.254.197.6,149.254.197.214,19652,100
149.254.197.6,149.254.197.149,47499,100
149.254.197.6,149.254.197.76,17881,100
149.254.197.6,149.254.197.152,9333,100
149.254.197.6,149.254.197.143,39883,100
149.254.197.6,149.254.197.48,12791,100
149.254.197.6,149.254.197.54,42200,100
149.254.197.6,149.254.197.6,22799,100
149.254.197.6,149.254.197.142,19225,100
149.254.197.6,149.254.197.58,38280,100
149.254.197.6,149.254.197.126,63016,100
149.254.197.6,149.254.197.234,28282,100
149.254.197.6,149.254.197.8,44575,100
149.254.197.6,149.254.197.10,31141,100
149.254.197.6,149.254.197.30,41163,100
149.254.197.6,149.254.197.129,5963,100
149.254.197.6,149.254.197.181,31965,100
149.254.197.6,149.254.197.182,57119,100
149.254.197.6,149.254.197.137,41485,100
149.254.197.6,149.254.197.136,33536,100
149.254.197.6,149.254.197.170,48826,100
149.254.197.6,149.254.197.166,40030,100
149.254.197.6,149.254.197.194,41844,100
149.254.197.6,149.254.197.188,31438,100
149.254.197.6,149.254.197.39,51471,100
149.254.197.6,149.254.197.23,60534,100
149.254.197.6,149.254.197.21,1361,100
149.254.197.6,149.254.197.75,31749,100
149.254.197.6,149.254.197.158,44935,100
149.254.197.6,149.254.197.171,48522,100
149.254.197.6,149.254.197.119,13297,100
149.254.197.6,149.254.197.159,37937,100
149.254.197.6,149.254.197.232,1527,100
149.254.197.6,149.254.197.163,49696,100
149.254.197.6,149.254.197.208,51028,100
149.254.197.6,149.254.197.142,10229,100
149.254.197.6,149.254.197.22,17207,100
149.254.197.6,149.254.197.127,24615,100
149.254.197.6,149.254.197.66,34449,100
149.254.197.6,149.254.197.22,28144,100
149.254.197.6,149.254.197.47,2212,100
149.254.197.6,149.254.197.33,60890,100
149.254.197.6,149.254.197.228,35278,100
149.254.197.6,149.254.197.68,18829,100
149.254.197.6,149.254.197.5,3506,100
149.254.197.6,149.254.197.200,7407,100
149.254.197.6,149.254.197.201,45677,100
149.254.197.6,149.254.197.27,10109,100
149.254.197.6,149.254.197.123,1265,100
149.254.197.6,149.254.197.145,12231,100
149.254.197.6,149.254.197.107,55167,100
149.254.197.6,149.254.197.225,26330,100
149.254.197.6,149.254.197.216,27677,100
149.254.197.6,149.254.197.113,42196,100
149.254.197.6,149.254.197.124,32203,100
149.254.197.6,149.254.197.28,40640,100
149.254.197.6,149.254.197.164,21602,100
149.254.197.6,149.254.197.252,58364,100
149.254.197.6,149.254.197.165,8943,100
149.254.197.6,149.254.197.170,29162,100
149.254.197.6,149.254.197.63,13748,100
149.254.197.6,149.254.197.99,55691,100
149.254.197.6,149.254.197.183,32726,100
149.254.197.6,149.254.197.85,61683,100
149.254.197.6,149.254.197.40,23582,100
149.254.197.6,149.254.197.237,1093,100
149.254.197.6,149.254.197.121,41896,100
149.254.197.6,149.254.197.248,46565,100
149.254.197.6,149.254.197.22,60101,100
149.254.197.6,149.254.197.71,7555,100
149.254.197.6,149.254.197.46,54423,100
149.254.197.6,149.254.197.178,46228,100
149.254.197.6,149.254.197.21,3856,100
149.254.197.6,149.254.197.88,62271,100
149.254.197.6,149.254.197.40,38176,100
149.254.197.6,149.254.197.136,31963,100
149.254.197.6,149.254.197.34,5111,100
149.254.197.6,149.254.197.134,42153,100
149.254.197.6,149.254.197.40,12591,100
149.254.197.6,149.254.197.102,18521,100
149.254.197.6,149.254.197.135,55072,100
149.254.197.6,149.254.197.215,45752,100
149.254.197.6,149.254.197.13,45265,100
149.254.197.6,149.254.197.213,37982,100
149.254.197.6,149.254.197.52,52250,100
149.254.197.6,149.254.197.113,20364,100
149.254.197.6,149.254.197.233,38145,100
149.254.197.6,149.254.197.191,44857,100
149.254.197.6,149.254.197.165,36370,100
149.254.197.6,149.254.197.170,12029,100
149.254.197.6,149.254.197.68,43572,100
149.254.197.6,149.254.197.71,21484,100
149.254.197.6,149.254.197.195,25942,100
149.254.197.6,149.254.197.111,49005,100
149.254.197.6,149.254.197.51,25902,100
149.254.197.6,149.254.197.188,24210,100
149.254.197.6,149.254.197.249,23412,100
149.254.197.6,149.254.197.145,55480,100
149.254.197.6,149.254.197.159,27659,100
149.254.197.6,149.254.197.218,3456,100
149.254.197.6,149.254.197.186,2494,100
149.254.197.6,149.254.197.108,59367,100
149.254.197.6,149.254.197.208,27820,100
149.254.197.6,149.254.197.107,18898,100
149.254.197.6,149.254.197.40,53714,100
149.254.197.6,149.254.197.150,62461,100
149.254.197.6,149.254.197.168,6245,100
149.254.197.6,149.254.197.10,39832,100
149.254.197.6,149.254.197.149,39331,100
149.254.197.6,149.254.197.21,55342,100
149.254.197.6,149.254.197.0,5278,100
149.254.197.6,149.254.197.229,58214,100
149.254.197.6,149.254.197.116,34658,100
149.254.197.6,149.254.197.179,9847,100
149.254.197.6,149.254.197.73,45175,100
149.254.197.6,149.254.197.99,58667,100
149.254.197.6,149.254.197.21,39651,100
149.254.197.6,149.254.197.206,37797,100
149.254.197.6,149.254.197.6,43701,100
149.254.197.6,149.254.197.254,61408,100
149.254.197.6,149.254.197.139,5739,100
149.254.197.6,149.254.197.51,35812,100
149.254.197.6,149.254.197.210,10196,100
149.254.197.6,149.254.197.163,50079,100
149.254.197.6,149.254.197.82,54317,100
149.254.197.6,149.254.197.44,41006,100
149.254.197.6,149.254.197.237,26928,100
149.254.197.6,149.254.197.2,60788,100
149.254.197.6,149.254.197.70,62631,100
149.254.197.6,149.254.197.126,45891,100
149.254.197.6,149.254.197.48,10262,100
149.254.197.6,149.254.197.97,30317,100
149.254.197.6,149.254.197.75,53965,100
149.254.197.6,149.254.197.33,40120,100
149.254.197.6,149.254.197.1,27515,100
149.254.197.6,149.254.197.19,64912,100
149.254.197.6,149.254.197.187,49303,100
149.254.197.6,149.254.197.136,37180,100
149.254.197.6,149.254.197.75,10511,100
149.254.197.6,149.254.197.64,14436,100
149.254.197.6,149.254.197.174,31700,100
149.254.197.6,149.254.197.202,30444,100
149.254.197.6,149.254.197.195,37764,100
149.254.197.6,149.254.197.66,23735,100
149.254.197.6,149.254.197.136,43615,100
149.254.197.6,149.254.197.243,59218,100
149.254.197.6,149.254.197.203,59269,100
149.254.197.6,149.254.197.208,55609,100
149.254.197.6,149.254.197.35,53181,100
149.254.197.6,149.254.197.147,9353,100
149.254.197.6,149.254.197.189,53683,100
149.254.197.6,149.254.197.178,57646,100
149.254.197.6,149.254.197.207,37968,100
149.254.197.6,149.254.197.211,55320,100
149.254.197.6,149.254.197.240,17852,100
149.254.197.6,149.254.197.78,40266,100
149.254.197.6,149.254.197.66,51279,100
149.254.197.6,149.254.197.214,51615,100
149.254.197.6,149.254.197.187,6726,100
149.254.197.6,149.254.197.142,27442,100
149.254.197.6,149.254.197.203,56219,100
149.254.197.6,149.254.197.60,30443,100
149.254.197.6,149.254.197.108,30884,100
149.254.197.6,149.254.197.134,13629,100
149.254.197.6,149.254.197.99,55261,100
149.254.197.6,149.254.197.139,31066,100
149.254.197.6,149.254.197.103,20897,100
149.254.197.6,149.254.197.6,19957,100
149.254.197.6,149.254.197.143,20289,100
149.254.197.6,149.254.197.130,5652,100
149.254.197.6,149.254.197.163,10512,100
149.254.197.6,149.254.197.124,34530,100
149.254.197.6,149.254.197.52,46786,100
149.254.197.6,149.254.197.220,12492,100
149.254.197.6,149.254.197.117,16210,100
149.254.197.6,149.254.197.205,8302,100
149.254.197.6,149.254.197.234,57204,100
149.254.197.6,149.254.197.30,37197,100
149.254.197.6,149.254.197.147,30644,100
149.254.197.6,149.254.197.80,52104,100
149.254.197.6,149.254.197.126,53474,100
149.254.197.6,149.254.197.236,43664,100
149.254.197.6,149.254.197.130,18893,100
149.254.197.6,149.254.197.202,53656,100
149.254.197.6,149.254.197.24,36857,100
149.254.197.6,149.254.197.17,26422,100
149.254.197.6,149.254.197.180,32598,100
149.254.197.6,149.254.197.85,64200,100
149.254.197.6,149.254.197.148,16232,100
149.254.197.6,149.254.197.171,14389,100
149.254.197.6,149.254.197.155,47973,100
149.254.197.6,149.254.197.156,15423,100
149.254.197.6,149.254.197.7,40106,100
149.254.197.6,149.254.197.107,63645,100
149.254.197.6,149.254.197.207,55238,100
149.254.197.6,149.254.197.136,20239,100
149.254.197.6,149.254.197.199,43473,100
149.254.197.6,149.254.197.137,19096,100
149.254.197.6,149.254.197.230,44358,100
149.254.197.6,149.254.197.198,7829,100
149.254.197.6,149.254.197.32,33417,100
149.254.197.6,149.254.197.0,37587,100
149.254.197.6,149.254.197.137,44495,100
149.254.197.6,149.254.197.201,37449,100
149.254.197.6,149.254.197.31,49328,100
149.254.197.6,149.254.197.245,58464,100
149.254.197.6,149.254.197.80,33112,100
149.254.197.6,149.254.197.176,8869,100
149.254.197.6,149.254.197.73,8618,100
149.254.197.6,149.254.197.175,16300,100
149.254.197.6,149.254.197.73,3401,100
149.254.197.6,149.254.197.84,44532,100
149.254.197.6,149.254.197.189,57653,100
149.254.197.6,149.254.197.199,40231,100
149.254.197.6,149.254.197.177,57576,100
149.254.197.6,149.254.197.25,39934,100
149.254.197.6,149.254.197.147,37472,100
149.254.197.6,149.254.197.208,29652,100
149.254.197.6,149.254.197.185,54503,100
149.254.197.6,149.254.197.153,1103,100
149.254.197.6,149.254.197.15,34132,100
149.254.197.6,149.254.197.237,47363,100
149.254.197.6,149.254.197.254,1677,100
149.254.197.6,149.254.197.54,48187,100
149.254.197.6,149.254.197.74,33687,100
149.254.197.6,149.254.197.2,21119,100
149.254.197.6,149.254.197.161,31214,100
149.254.197.6,149.254.197.95,5315,100
149.254.197.6,149.254.197.68,9387,100
149.254.197.6,149.254.197.55,48671,100
149.254.197.6,149.254.197.145,35028,100
149.254.197.6,149.254.197.15,46807,100
149.254.197.6,149.254.197.236,59080,100
149.254.197.6,149.254.197.41,46547,100
149.254.197.6,149.254.197.32,49662,100
149.254.197.6,149.254.197.142,37226,100
149.254.197.6,149.254.197.240,61629,100
149.254.197.6,149.254.197.164,29591,100
149.254.197.6,149.254.197.80,49155,100
149.254.197.6,149.254.197.85,65119,100
149.254.197.6,149.254.197.202,57217,100
149.254.197.6,149.254.197.171,22732,100
149.254.197.6,149.254.197.87,31377,100
149.254.197.6,149.254.197.227,44237,100
149.254.197.6,149.254.197.252,1823,100
149.254.197.6,149.254.197.195,59337,100
149.254.197.6,149.254.197.37,40515,100
149.254.197.6,149.254.197.84,23812,100
149.254.197.6,149.254.197.222,3688,100
149.254.197.6,149.254.197.102,22580,100
149.254.197.6,149.254.197.106,24958,100
149.254.197.6,149.254.197.38,27273,100
149.254.197.6,149.254.197.34,60631,100
149.254.197.6,149.254.197.8,19891,100
149.254.197.6,149.254.197.71,34938,100
149.254.197.6,149.254.197.186,40461,100
149.254.197.6,149.254.197.218,58256,100
149.254.197.6,149.254.197.90,64983,100
149.254.197.6,149.254.197.17,29122,100
149.254.197.6,149.254.197.178,63096,100
149.254.197.6,149.254.197.61,8460,100
149.254.197.6,149.254.197.195,44373,100
149.254.197.6,149.254.197.212,4118,100
149.254.197.6,149.254.197.141,48837,100
149.254.197.6,149.254.197.19,36578,100
149.254.197.6,149.254.197.92,6304,100
149.254.197.6,149.254.197.219,6310,100
149.254.197.6,149.254.197.176,41721,100
149.254.197.6,149.254.197.229,36226,100
149.254.197.6,149.254.197.151,16087,100
149.254.197.6,149.254.197.27,29142,100
149.254.197.6,149.254.197.7,38902,100
149.254.197.6,149.254.197.206,24803,100
149.254.197.6,149.254.197.170,3673,100
149.254.197.6,149.254.197.115,25408,100
149.254.197.6,149.254.197.241,42143,100
149.254.197.6,149.254.197.142,64947,100
149.254.197.6,149.254.197.2,48041,100
149.254.197.6,149.254.197.44,43492,100
149.254.197.6,149.254.197.215,63872,100
149.254.197.6,149.254.197.173,38620,100
149.254.197.6,149.254.197.255,58650,100
149.254.197.6,149.254.197.201,64800,100
149.254.197.6,149.254.197.79,12648,100
149.254.197.6,149.254.197.28,36885,100
149.254.197.6,149.254.197.113,8495,100
149.254.197.6,149.254.197.123,20981,100
149.254.197.6,149.254.197.71,5595,100
149.254.197.6,149.254.197.243,59749,100
149.254.197.6,149.254.197.153,30898,100
149.254.197.6,149.254.197.60,4223,100
149.254.197.6,149.254.197.190,40347,100
149.254.197.6,149.254.197.74,18419,100
149.254.197.6,149.254.197.169,49561,100
149.254.197.6,149.254.197.4,31562,100
149.254.197.6,149.254.197.56,24728,100
149.254.197.6,149.254.197.55,38622,100
149.254.197.6,149.254.197.178,54725,100
149.254.197.6,149.254.197.148,24137,100
149.254.197.6,149.254.197.142,13779,100
149.254.197.6,149.254.197.17,12758,100
149.254.197.6,149.254.197.116,19203,100
149.254.197.6,149.254.197.194,59942,100
149.254.197.6,149.254.197.67,58946,100
149.254.197.6,149.254.197.87,22581,100
149.254.197.6,149.254.197.23,16567,100
149.254.197.6,149.254.197.8,43511,100
149.254.197.6,149.254.197.5,28487,100
149.254.197.6,149.254.197.68,47015,100
149.254.197.6,149.254.197.43,17786,100
149.254.197.6,149.254.197.182,51881,100
149.254.197.6,149.254.197.122,41682,100
149.254.197.6,149.254.197.36,61794,100
149.254.197.6,149.254.197.226,45068,100
149.254.197.6,149.254.197.38,53251,100
149.254.197.6,149.254.197.104,60447,100
149.254.197.6,149.254.197.53,42291,100
149.254.197.6,149.254.197.227,44388,100
149.254.197.6,149.254.197.45,32742,100
149.254.197.6,149.254.197.221,42964,100
149.254.197.6,149.254.197.96,4849,100
149.254.197.6,149.254.197.101,40748,100
149.254.197.6,149.254.197.102,33288,100
149.254.197.6,149.254.197.38,56768,100
149.254.197.6,149.254.197.217,37690,100
149.254.197.6,149.254.197.188,4911,100
149.254.197.6,149.254.197.25,36595,100
149.254.197.6,149.254.197.200,53129,100
149.254.197.6,149.254.197.58,53311,100
149.254.197.6,149.254.197.226,52662,100
149.254.197.6,149.254.197.38,64393,100
149.254.197.6,149.254.197.237,57220,100
149.254.197.6,149.254.197.255,55972,100
149.254.197.6,149.254.197.238,15351,100
149.254.197.6,149.254.197.130,60748,100
149.254.197.6,149.254.197.198,1205,100
149.254.197.6,149.254.197.177,61025,100
149.254.197.6,149.254.197.109,13424,100
149.254.197.6,149.254.197.99,23659,100
149.254.197.6,149.254.197.160,35007,100
149.254.197.6,149.254.197.56,12562,100
149.254.197.6,149.254.197.100,24237,100
149.254.197.6,149.254.197.112,39259,100
149.254.197.6,149.254.197.165,30598,100
149.254.197.6,149.254.197.44,44679,100
149.254.197.6,149.254.197.149,19521,100
149.254.197.6,149.254.197.206,34923,100
149.254.197.6,149.254.197.147,46559,100
149.254.197.6,149.254.197.203,8950,100
149.254.197.6,149.254.197.168,53181,100
149.254.197.6,149.254.197.199,28257,100
149.254.197.6,149.254.197.102,26020,100
149.254.197.6,149.254.197.228,12156,100
149.254.197.6,149.254.197.218,49315,100
149.254.197.6,149.254.197.205,54406,100
149.254.197.6,149.254.197.110,23146,100
149.254.197.6,149.254.197.21,27177,100
149.254.197.6,149.254.197.166,39484,100
149.254.197.6,149.254.197.156,13884,100
149.254.197.6,149.254.197.116,48666,100
149.254.197.6,149.254.197.101,64208,100
149.254.197.6,149.254.197.177,34679,100
149.254.197.6,149.254.197.95,3808,100
149.254.197.6,149.254.197.210,42671,100
149.254.197.6,149.254.197.193,38596,100
149.254.197.6,149.254.197.137,5786,100
149.254.197.6,149.254.197.57,2094,100
149.254.197.6,149.254.197.191,37125,100
149.254.197.6,149.254.197.117,17106,100
149.254.197.6,149.254.197.1,24724,100
149.254.197.6,149.254.197.49,30093,100
149.254.197.6,149.254.197.164,27757,100
149.254.197.6,149.254.197.90,17054,100
149.254.197.6,149.254.197.176,53085,100
149.254.197.6,149.254.197.122,20019,100
